git_url
http://github.com/commonmark/CommonMark
https://github.com/USArmyResearchLab/Dshell
https://github.com/nate-parrott/Flashlight
https://github.com/jisaacks/GitGutter
https://github.com/chriskiehl/Gooey
https://github.com/mailpile/Mailpile
https://github.com/facebook/PathPicker
https://github.com/ajenti/ajenti
https://github.com/vinta/awesome-python
https://github.com/aws/aws-cli
https://github.com/newsapps/beeswithmachineguns
https://github.com/beetbox/beets
https://github.com/bottlepy/bottle
https://github.com/bup/bup
https://github.com/celery/celery
https://github.com/certbot/certbot
https://github.com/facebook/chisel
https://github.com/pallets/click
https://github.com/docker/compose
https://github.com/divio/django-cms
https://github.com/docopt/docopt
https://github.com/pyeve/eve
https://github.com/idank/explainshell
https://github.com/fabric/fabric
https://github.com/joke2k/faker
https://github.com/pallets/flask
https://github.com/nicolargo/glances
https://github.com/benoitc/gunicorn
https://github.com/gleitz/howdoi
https://github.com/jakubroztocil/httpie
https://github.com/facebookarchive/huxley
https://github.com/noirbizarre/jinja2
https://github.com/kivy/kivy
https://github.com/kennethreitz/legit
https://github.com/locustio/locust
https://github.com/spotify/luigi
https://github.com/lra/mackup
https://github.com/mail-in-a-box/mailinabox
https://github.com/lebinh/ngxtop
https://github.com/powerline/powerline
https://github.com/binux/pyspider
https://github.com/python-mode/python-mode
https://github.com/faif/python-patterns
https://github.com/Katee/quietnet
https://github.com/andymccurdy/redis-py
https://github.com/requests/requests
https://github.com/scrapy/scrapy
https://github.com/mwaskom/seaborn
https://github.com/amoffat/sh
https://github.com/sivel/speedtest-cli
https://github.com/sqlmapproject/sqlmap
https://github.com/sshuttle/sshuttle
https://github.com/fastmonkeys/stellar
https://github.com/tornadoweb/tornado
https://github.com/tweepy/tweepy
https://github.com/wagtail/wagtail
https://github.com/webpy/webpy
https://github.com/google/yapf
https://github.com/tgalal/yowsup
