repoName,classid,file,startline,endline,pcid,similarity,granularity
deeplearning4j,1,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/codegen/src/main/java/org/nd4j/codegen/impl/java/Nd4jNamespaceGenerator.java,247,251,117,100,blocks
deeplearning4j,1,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/codegen/src/main/java/org/nd4j/codegen/impl/java/Nd4jNamespaceGenerator.java,861,865,228,100,blocks
deeplearning4j,2,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/libnd4j-gen/src/main/java/org/nd4j/descriptor/proposal/impl/JavaSourceArgDescriptorSource.java,540,552,505,100,blocks
deeplearning4j,2,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/libnd4j-gen/src/main/java/org/nd4j/descriptor/proposal/impl/Libnd4jArgDescriptorSource.java,1454,1466,596,100,blocks
deeplearning4j,3,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/libnd4j-gen/src/main/java/org/nd4j/descriptor/proposal/impl/JavaSourceArgDescriptorSource.java,605,617,510,100,blocks
deeplearning4j,3,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/libnd4j-gen/src/main/java/org/nd4j/descriptor/proposal/impl/Libnd4jArgDescriptorSource.java,1468,1480,598,100,blocks
deeplearning4j,4,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/libnd4j-gen/src/main/java/org/nd4j/descriptor/proposal/impl/JavaSourceArgDescriptorSource.java,733,762,520,100,blocks
deeplearning4j,4,/tmpstore/bimus/repositories/java/deeplearning4j/contrib/codegen-tools/libnd4j-gen/src/main/java/org/nd4j/descriptor/proposal/impl/Libnd4jArgDescriptorSource.java,501,530,552,100,blocks
deeplearning4j,5,/tmpstore/bimus/repositories/java/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/conf/Configuration.java,1137,1142,791,100,blocks
deeplearning4j,5,/tmpstore/bimus/repositories/java/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/conf/Configuration.java,1145,1150,794,100,blocks
deeplearning4j,6,/tmpstore/bimus/repositories/java/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/records/mapper/RecordMapper.java,131,135,1207,100,blocks
deeplearning4j,6,/tmpstore/bimus/repositories/java/deeplearning4j/datavec/datavec-arrow/src/main/java/org/datavec/arrow/recordreader/ArrowRecordWriter.java,71,75,6127,100,blocks
